COM_ID,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,POBTOT,no_un_acuicolas,area_acui_km2,tot_captura_loc,tot_valor_loc,tot_captura_mun,tot_valor_mun,COM_MUN,pob_mun,tot_captura_mun_per_capita,tot_captura_loc_per_capita,tot_pob_mun,num_permisos_pesca_mun,permisos_pesca_per_capita_mun,num_permisos_acuicolas,permisos_acui_per_capita_mun,neg_acuicolas,neg_pesca,tot_ue,prop_acuicolas,prop_pesca,neg_acui_per_capita,neg_pesca_per_capita
28_3_213,28,tamaulipas,3,altamira,213,santa juana,257,0,0,0,0,8038.94192,114043.8227,28_3,266910,0.030118549024015586,0,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_219,28,tamaulipas,3,altamira,219,santa rosa,5,0,0,384.09799999999996,8729.547,8038.94192,114043.8227,28_3,266910,0.030118549024015586,76.8196,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_232,28,tamaulipas,3,altamira,232,torno largo,108,2,0.003643932569742203,2076.8559999999998,33643.299,8038.94192,114043.8227,28_3,266910,0.030118549024015586,19.230148148148146,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_236,28,tamaulipas,3,altamira,236,tres de mayo (mata negra),400,2,0.003643932569742203,3314.4739999999997,57409.625,8038.94192,114043.8227,28_3,266910,0.030118549024015586,8.286185,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_238,28,tamaulipas,3,altamira,238,tres marias,10,0,0,699.287,10883.276,8038.94192,114043.8227,28_3,266910,0.030118549024015586,69.9287,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_252,28,tamaulipas,3,altamira,252,vicente guerrero,9,0,0,0,0,8038.94192,114043.8227,28_3,266910,0.030118549024015586,0,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_281,28,tamaulipas,3,altamira,281,mariano matamoros,430,0,0,0,0,8038.94192,114043.8227,28_3,266910,0.030118549024015586,0,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_285,28,tamaulipas,3,altamira,285,la aguadilla,19,2,0.003643932569742203,2042.047,37289.889,8038.94192,114043.8227,28_3,266910,0.030118549024015586,107.47615789473684,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_295,28,tamaulipas,3,altamira,295,cruz grande (cruz de los rios),77,2,0.003643932569742203,2911.516,53307.393,8038.94192,114043.8227,28_3,266910,0.030118549024015586,37.8118961038961,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_314,28,tamaulipas,3,altamira,314,el venado,26,0,0,0,0,8038.94192,114043.8227,28_3,266910,0.030118549024015586,0,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_342,28,tamaulipas,3,altamira,342,el repecho,400,2,0.003643932569742203,3697.032,68969.799,8038.94192,114043.8227,28_3,266910,0.030118549024015586,9.24258,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_344,28,tamaulipas,3,altamira,344,san antonio,142,0,0,0,0,8038.94192,114043.8227,28_3,266910,0.030118549024015586,0,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_355,28,tamaulipas,3,altamira,355,las prietas (la curva),82,0,0,152.86700000000002,2745.357,8038.94192,114043.8227,28_3,266910,0.030118549024015586,1.8642317073170733,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_440,28,tamaulipas,3,altamira,440,rio tamiahua,1726,0,0,271.738,6485.847,8038.94192,114043.8227,28_3,266910,0.030118549024015586,0.1574380069524913,266910,0,0,2,7.493162489228579e-6,1,1,2,0.5,0.5,5.793742757821553e-4,5.793742757821553e-4
28_3_447,28,tamaulipas,3,altamira,447,el consuelo (san mateo),16,0,0,271.738,6485.847,8038.94192,114043.8227,28_3,266910,0.030118549024015586,16.983625,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_472,28,tamaulipas,3,altamira,472,el paraiso,10,0,0,112.763,2249.43,8038.94192,114043.8227,28_3,266910,0.030118549024015586,11.2763,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_558,28,tamaulipas,3,altamira,558,la gloria,8,0,0,0,0,8038.94192,114043.8227,28_3,266910,0.030118549024015586,0,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_567,28,tamaulipas,3,altamira,567,las palmas,10,1,0.001857004372306168,2056.431,37649.685,8038.94192,114043.8227,28_3,266910,0.030118549024015586,205.6431,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_686,28,tamaulipas,3,altamira,686,los algodones,43,2,0.003643932569742203,3370.9809999999998,58545.665,8038.94192,114043.8227,28_3,266910,0.030118549024015586,78.39490697674418,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_687,28,tamaulipas,3,altamira,687,martin a. martinez (mayorazgo),72,2,0.003643932569742203,5076.91,90600.718,8038.94192,114043.8227,28_3,266910,0.030118549024015586,70.51263888888889,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_708,28,tamaulipas,3,altamira,708,la buena fe,7,0,0,2056.431,37649.685,8038.94192,114043.8227,28_3,266910,0.030118549024015586,293.77585714285715,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_714,28,tamaulipas,3,altamira,714,el contadero,415,0,0,4478.242,75318.753,8038.94192,114043.8227,28_3,266910,0.030118549024015586,10.790944578313253,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_718,28,tamaulipas,3,altamira,718,martin a. martinez,31,2,0.003643932569742203,3439.683,59314.235,8038.94192,114043.8227,28_3,266910,0.030118549024015586,110.95751612903226,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_725,28,tamaulipas,3,altamira,725,perseverancia [colonia],37,0,0,271.738,6485.847,8038.94192,114043.8227,28_3,266910,0.030118549024015586,7.34427027027027,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_757,28,tamaulipas,3,altamira,757,ejido villa de altamira [reyna margarita zamarripa torres],15,0,0,3454.344,63007.501,8038.94192,114043.8227,28_3,266910,0.030118549024015586,230.2896,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_761,28,tamaulipas,3,altamira,761,nuevo benito juarez,66,0,0,271.335,6480.117,8038.94192,114043.8227,28_3,266910,0.030118549024015586,4.111136363636363,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_789,28,tamaulipas,3,altamira,789,velamar,57,0,0,4478.242,75318.753,8038.94192,114043.8227,28_3,266910,0.030118549024015586,78.56564912280702,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_799,28,tamaulipas,3,altamira,799,el nogalito,20,0,0,699.287,10883.276,8038.94192,114043.8227,28_3,266910,0.030118549024015586,34.96435,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_801,28,tamaulipas,3,altamira,801,graneros del sur (cuatrocientos pueblos),43,0,0,0,0,8038.94192,114043.8227,28_3,266910,0.030118549024015586,0,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_808,28,tamaulipas,3,altamira,808,los ramirez,16,2,0.003643932569742203,1360.258,25632.811,8038.94192,114043.8227,28_3,266910,0.030118549024015586,85.016125,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_3_881,28,tamaulipas,3,altamira,881,laguna de la aguadilla [colonia],12,2,0.003643932569742203,2042.047,37289.889,8038.94192,114043.8227,28_3,266910,0.030118549024015586,170.17058333333333,266910,0,0,2,7.493162489228579e-6,0,0,0,0,0,0,0
28_9_1,28,tamaulipas,9,ciudad madero,1,ciudad madero,205933,0,0,32077.46175,1885356.5185190002,426.74874,9426.1543,28_9,205933,0.002072269815911,0.15576649565635425,205933,34,1.6510224199132726e-4,0,0,0,0,0,0,0,0,0
28_22_1,28,tamaulipas,22,matamoros,1,heroica matamoros,510739,0,0,798.293,6782.7405,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0.0015630155519746876,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_57,28,tamaulipas,22,matamoros,57,la bartolina,236,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_153,28,tamaulipas,22,matamoros,153,gomeno nuevo,33,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_165,28,tamaulipas,22,matamoros,165,el huizachal,112,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_182,28,tamaulipas,22,matamoros,182,el longoreno,638,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_192,28,tamaulipas,22,matamoros,192,el mezquital,205,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,80.29794146341465,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_244,28,tamaulipas,22,matamoros,244,la piedra,11,0,0,2494.369,50073.409,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,226.7608181818182,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_265,28,tamaulipas,22,matamoros,265,el ranchito y refugio (el refugio),771,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_266,28,tamaulipas,22,matamoros,266,el ranchito,69,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_312,28,tamaulipas,22,matamoros,312,san juan,55,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_383,28,tamaulipas,22,matamoros,383,el tecolote,115,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_523,28,tamaulipas,22,matamoros,523,playa bagdad [centro recreativo],65,0,0,2494.369,50073.409,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,38.374907692307694,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_583,28,tamaulipas,22,matamoros,583,la capilla,515,3,0.8510983803626299,2979.391,49697.717000000004,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,5.785225242718447,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_603,28,tamaulipas,22,matamoros,603,las higuerillas,2112,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,7.794071022727273,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,1,13,14,0.07142857142857142,0.9285714285714286,4.734848484848485e-4,0.00615530303030303
28_22_672,28,tamaulipas,22,matamoros,672,el gomeno viejo,10,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_763,28,tamaulipas,22,matamoros,763,el tecolote (joaquin renteral),19,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_768,28,tamaulipas,22,matamoros,768,el tecolote (carlos longoria),18,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_769,28,tamaulipas,22,matamoros,769,santa rosa,8,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_842,28,tamaulipas,22,matamoros,842,rincon de las bayas (martin ramirez),20,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_959,28,tamaulipas,22,matamoros,959,isla la florida,12,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_962,28,tamaulipas,22,matamoros,962,isla la mano de leon,200,1,0.82935722122477,19274.001,375654.64560000005,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,96.370005,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1082,28,tamaulipas,22,matamoros,1082,isla las malvinas,188,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,87.5589255319149,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1083,28,tamaulipas,22,matamoros,1083,isla la fantasia,97,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,169.7018350515464,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1084,28,tamaulipas,22,matamoros,1084,isla puntilla norte,48,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,342.93912500000005,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1085,28,tamaulipas,22,matamoros,1085,isla del amor (puntilla sur),105,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,156.77217142857145,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1089,28,tamaulipas,22,matamoros,1089,isla el rubi,22,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,748.2308181818182,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1090,28,tamaulipas,22,matamoros,1090,la mision (el rincon del chile),27,3,0.8510983803626299,2812.9230000000002,47130.137,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,104.18233333333335,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1140,28,tamaulipas,22,matamoros,1140,san ramon,5,3,0.8510983803626299,2812.9230000000002,47130.137,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,562.5846,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1217,28,tamaulipas,22,matamoros,1217,segundo campo pesquero y el chichonal,335,0,0,2494.369,50073.409,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,7.445877611940299,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1255,28,tamaulipas,22,matamoros,1255,roberto f. garcia,4,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1485,28,tamaulipas,22,matamoros,1485,el tecolote,101,0,0,12.504,241.02,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0.1238019801980198,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1486,28,tamaulipas,22,matamoros,1486,el longoreno (rolando cabrera),9,0,0,12.504,241.02,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,1.3893333333333333,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1492,28,tamaulipas,22,matamoros,1492,huizachal (rogelio gonzalez caballero),8,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1494,28,tamaulipas,22,matamoros,1494,la bartolina (erasmo gutierrez),32,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1495,28,tamaulipas,22,matamoros,1495,la esperanza,19,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1506,28,tamaulipas,22,matamoros,1506,primer campo pesquero,295,0,0,2494.369,50073.409,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,8.455488135593221,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1638,28,tamaulipas,22,matamoros,1638,las higuerillas (kilometro 60.5),7,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,2351.5825714285716,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1690,28,tamaulipas,22,matamoros,1690,rincon de buenavista,46,0,0,793.848,13395.92,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,17.257565217391303,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1693,28,tamaulipas,22,matamoros,1693,isla fantasia norte,13,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,1266.2367692307694,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1834,28,tamaulipas,22,matamoros,1834,isla el mezquite,29,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,567.6233793103448,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1835,28,tamaulipas,22,matamoros,1835,isla seccion puntilla norte,7,0,0,16461.078,328524.5086,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,2351.5825714285716,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1919,28,tamaulipas,22,matamoros,1919,la higuera,10,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_1968,28,tamaulipas,22,matamoros,1968,mar thoma,44,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_2054,28,tamaulipas,22,matamoros,2054,los pinos,10,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_2077,28,tamaulipas,22,matamoros,2077,mi ranchito [quinta],8,0,0,12.504,241.02,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,1.563,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_2125,28,tamaulipas,22,matamoros,2125,las quintas,16,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_22_2127,28,tamaulipas,22,matamoros,2127,las margaritas [colonia],58,0,0,0,0,22605.519,432826.99110000004,28_22,517506,0.04368165586485954,0,517506,95,1.8357275084733316e-4,3,5.797034237284205e-6,0,0,0,0,0,0,0
28_35_135,28,tamaulipas,35,san fernando,135,la florida (la florida del sur),79,0,0,0,0,24734.738,599574.6032499999,28_35,5683,4.352408587013901,0,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_149,28,tamaulipas,35,san fernando,149,guadalupe victoria (las adjuntas),44,0,0,0,0,24734.738,599574.6032499999,28_35,5683,4.352408587013901,0,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_182,28,tamaulipas,35,san fernando,182,lavaderos,87,0,0,0,0,24734.738,599574.6032499999,28_35,5683,4.352408587013901,0,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_402,28,tamaulipas,35,san fernando,402,praxedis balboa,17,0,0,0,0,24734.738,599574.6032499999,28_35,5683,4.352408587013901,0,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_428,28,tamaulipas,35,san fernando,428,el barrancon del tio blas (el barrancon),621,3,0.03139671943080425,2150.8325,39993.8075,24734.738,599574.6032499999,28_35,5683,4.352408587013901,3.463498389694042,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_456,28,tamaulipas,35,san fernando,456,carvajal,698,6,0.06246483099813759,14720.5375,433048.78774999996,24734.738,599574.6032499999,28_35,5683,4.352408587013901,21.089595272206303,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_460,28,tamaulipas,35,san fernando,460,punta de alambre (puente de alambre),681,6,0.06246483099813759,21787.3325,546120.49575,24734.738,599574.6032499999,28_35,5683,4.352408587013901,31.99314610866373,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_474,28,tamaulipas,35,san fernando,474,isla el carrizal,64,0,0,0,0,24734.738,599574.6032499999,28_35,5683,4.352408587013901,0,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_498,28,tamaulipas,35,san fernando,498,la media luna,105,0,0,2.543,69.177,24734.738,599574.6032499999,28_35,5683,4.352408587013901,0.02421904761904762,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_541,28,tamaulipas,35,san fernando,541,los ebanos,16,0,0,0,0,24734.738,599574.6032499999,28_35,5683,4.352408587013901,0,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_542,28,tamaulipas,35,san fernando,542,carboneras (la carbonera),2614,2,0.020577571885079145,10309.421,163548.03625,24734.738,599574.6032499999,28_35,5683,4.352408587013901,3.943925401683244,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_543,28,tamaulipas,35,san fernando,543,puerto rico,34,2,0.020577571885079145,10309.421,163548.03625,24734.738,599574.6032499999,28_35,5683,4.352408587013901,303.21826470588235,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_35_545,28,tamaulipas,35,san fernando,545,punta de piedra,623,6,0.06246483099813759,14720.5375,433048.78774999996,24734.738,599574.6032499999,28_35,5683,4.352408587013901,23.628471107544144,5683,49,0.008622206581031145,9,0.0015836705965159247,0,0,0,0,0,0,0
28_37_27,28,tamaulipas,37,soto la marina,27,benito juarez (el caracol),136,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_31,28,tamaulipas,37,soto la marina,31,el carrizo,303,0,0,1042.272,22029.56,7871.8548,165166.0302,28_37,6832,1.1522035714285714,3.439841584158416,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_39,28,tamaulipas,37,soto la marina,39,la coma,8,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_42,28,tamaulipas,37,soto la marina,42,el contadero,7,1,0.011662790333682671,6822.3928000000005,143058.1602,7871.8548,165166.0302,28_37,6832,1.1522035714285714,974.6275428571429,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_59,28,tamaulipas,37,soto la marina,59,los ebanos,14,0,0,7.1899999999999995,78.31,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0.5135714285714286,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_62,28,tamaulipas,37,soto la marina,62,la encarnacion,122,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_63,28,tamaulipas,37,soto la marina,63,las enramadas,223,0,0,1042.272,22029.56,7871.8548,165166.0302,28_37,6832,1.1522035714285714,4.673865470852018,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_68,28,tamaulipas,37,soto la marina,68,el esmeril,7,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_80,28,tamaulipas,37,soto la marina,80,guayabas,94,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_89,28,tamaulipas,37,soto la marina,89,la laguna,8,1,0.011662790333682671,226.042,3989.08,7871.8548,165166.0302,28_37,6832,1.1522035714285714,28.25525,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_91,28,tamaulipas,37,soto la marina,91,lavaderos,293,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_106,28,tamaulipas,37,soto la marina,106,miramar,13,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_112,28,tamaulipas,37,soto la marina,112,nombre de dios,171,0,0,279.696,7692.953,7871.8548,165166.0302,28_37,6832,1.1522035714285714,1.6356491228070178,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_122,28,tamaulipas,37,soto la marina,122,las palmas,15,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_123,28,tamaulipas,37,soto la marina,123,san miguel (el palmoso),11,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_124,28,tamaulipas,37,soto la marina,124,la parra,26,0,0,1042.272,22029.56,7871.8548,165166.0302,28_37,6832,1.1522035714285714,40.087384615384615,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_131,28,tamaulipas,37,soto la marina,131,la pesca,1742,0,0,6596.3508,139069.08020000003,7871.8548,165166.0302,28_37,6832,1.1522035714285714,3.7866537313432835,6832,111,0.016247072599531617,3,4.3911007025761124e-4,1,14,17,0.058823529411764705,0.8235294117647058,5.74052812858783e-4,0.008036739380022962
28_37_161,28,tamaulipas,37,soto la marina,161,san juan,10,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
28_37_173,28,tamaulipas,37,soto la marina,173,santa isabel,38,0,0,0,0,7871.8548,165166.0302,28_37,6832,1.1522035714285714,0,6832,111,0.016247072599531617,3,4.3911007025761124e-4,0,0,0,0,0,0,0
